Linux 5.4.0-216-generic (cloud3gxie) 	09/22/25 	_x86_64_	(4 CPU)

22:56:45     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
22:59:37     all    2.26   96.24    0.50    0.00    0.00    0.00    0.00    0.00    0.00    1.00
22:59:38     all    2.74   96.27    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.75
22:59:39     all   14.68   75.44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.87
22:59:40     all    1.99   96.53    0.74    0.00    0.00    0.00    0.00    0.00    0.00    0.74
22:59:41     all    4.00   93.50    0.25    0.00    0.00    0.00    0.00    0.00    0.00    2.25
22:59:42     all    3.26   95.49    1.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00
22:59:43     all   14.85   74.01    0.25    0.00    0.00    0.00    0.00    0.00    0.00   10.89
22:59:44     all    1.76   97.98    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
22:59:45     all    6.53   87.44    0.25    0.00    0.00    0.00    0.00    0.00    0.00    5.78
22:59:46     all    2.76   96.48    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.50
22:59:47     all    4.76   90.23    0.50    0.00    0.00    0.25    0.00    0.00    0.00    4.26
22:59:48     all    2.25   97.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.50
22:59:49     all    5.03   88.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.03
22:59:50     all    2.25   97.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.25
22:59:51     all    3.99   95.76    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
22:59:52     all    2.51   96.98    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
22:59:53     all    3.99   95.26    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.50
22:59:54     all    4.01   94.74    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.75
22:59:55     all    2.75   96.75    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.25
22:59:56     all    2.49   96.76    0.25    0.00    0.00    0.25    0.00    0.00    0.00    0.25
22:59:57     all    4.01   94.74    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.75
22:59:58     all    2.99   96.01    0.75    0.00    0.00    0.00    0.00    0.00    0.00    0.25
22:59:59     all    3.25   95.25    0.25    0.00    0.00    0.25    0.00    0.00    0.00    1.00
23:00:00     all    4.99   91.27    0.25    0.00    0.00    0.00    0.00    0.00    0.00    3.49
23:00:01     all    1.75   97.49    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:00:02     all    5.54   81.86    0.50    0.00    0.00    0.00    0.00    0.00    0.00   12.09
23:00:03     all    1.75   97.50    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.50
23:00:04     all    2.75   95.75    0.00    0.00    0.00    0.25    0.00    0.00    0.00    1.25
23:00:05     all    4.76   93.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.25
23:00:06     all    4.24   95.01    0.25    0.00    0.00    0.25    0.00    0.00    0.00    0.25
23:00:07     all    4.20   89.14    0.99    0.00    0.00    0.00    0.00    0.00    0.00    5.68
23:00:08     all    1.75   97.74    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:00:09     all    3.01   95.99    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.75
23:00:10     all    5.72   90.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.48
23:00:11     all    1.75   97.50    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.50
23:00:12     all    3.52   95.98    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
23:00:13     all    0.50   99.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
23:00:14     all    4.51   94.49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
23:00:15     all    3.01   95.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.25
23:00:16     all    1.26   98.49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:00:17     all    3.96   93.81    0.99    0.00    0.00    0.00    0.00    0.00    0.00    1.24
23:00:18     all    2.26   95.98    0.50    0.00    0.00    0.25    0.25    0.00    0.00    0.75
23:00:19     all    5.49   92.02    0.25    0.00    0.00    0.00    0.00    0.00    0.00    2.24
23:00:20     all    1.99   97.27    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.50
23:00:21     all   16.37   75.06    0.25    0.00    0.00    0.00    0.00    0.00    0.00    8.31
23:00:22     all    2.02   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
23:00:23     all    3.48   88.31    0.50    0.00    0.00    0.25    0.00    0.00    0.00    7.46
